Month,Campaign,Channel,Customer_Segment,Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate,ROAS
2026-07-01,CMP-02,Search,New,6194.54,326189,15094,1191,983580.65,0.04627378605655004,0.07890552537432093,158.78187080880906
2026-09-01,CMP-10,Email,New,5670.23,467008,26377,2235,1927801.32,0.05648083116349185,0.08473291124843614,339.98644146710103
2026-08-01,CMP-04,Social,New,3208.97,259836,7694,258,250101.08,0.029610985390784956,0.03353262282297895,77.9381172151812
2026-09-01,CMP-17,Search,Returning,15315.16,853253,37454,1990,2144435.11,0.04389553860343884,0.05313184172585038,140.0204183305953
2025-11-01,CMP-07,Affiliate,New,10002.95,641349,19793,1381,1041234.7,0.03086151221877636,0.06977214166624564,104.09276263502265
2025-10-01,CMP-19,Affiliate,New,10410.12,604465,19029,1023,1037667.01,0.03148073089426187,0.05376005044931421,99.67867901618808
2025-12-01,CMP-02,Affiliate,New,10152.49,549537,14440,732,627520.48,0.026276665629429867,0.05069252077562327,61.809514710184395
2026-08-01,CMP-10,Display,New,3822.48,253972,2994,66,48728.76,0.011788701116658529,0.022044088176352707,12.747943743328939
2026-06-01,CMP-03,Affiliate,Returning,12373.71,554681,18344,1406,1494767.67,0.03307126077871786,0.07664631487134758,120.80189934950795
2025-11-01,CMP-12,Email,New,7024.42,315924,20055,1698,1462036.89,0.06348045732517947,0.08466716529543755,208.136314457279
2026-03-01,CMP-04,Social,Returning,2147.95,96136,2684,73,85267.82,0.027918781725888325,0.027198211624441134,39.69730207872623
2026-04-01,CMP-01,Search,HighValue,13452.0,1125892,42491,1958,3479042.34,0.03773985426666145,0.046080346426302043,258.62640053523637
2025-12-01,CMP-10,Affiliate,HighValue,12628.17,990542,35787,3040,6562371.65,0.03612870529467706,0.0849470478106575,519.6613325604582
2025-11-01,CMP-18,Affiliate,Returning,2358.94,137688,4825,300,337494.69,0.03504299575852653,0.06217616580310881,143.0704850483692
2026-07-01,CMP-14,Search,New,11082.5,994201,53816,2818,2299543.23,0.05412989928595928,0.0523636093355136,207.49318565305663
2026-05-01,CMP-05,Affiliate,Returning,13866.34,1151122,38539,2427,2570958.97,0.03347950955676288,0.06297516801162459,185.41006278513294
2025-12-01,CMP-18,Affiliate,New,15008.87,1047696,26782,2204,1724883.39,0.025562758662818222,0.08229407811216488,114.92426744984797
2026-05-01,CMP-09,Affiliate,Returning,10389.67,704720,26650,1775,1794091.02,0.037816437734135545,0.06660412757973734,172.68026992195132
2026-06-01,CMP-20,Display,Returning,14600.12,1143447,16360,346,347266.98,0.014307615481959374,0.021149144254278728,23.78521409413073
2025-10-01,CMP-09,Social,Returning,10318.56,587273,17155,661,639772.71,0.029211286743984485,0.03853104051296998,62.00213111131786
2026-04-01,CMP-03,Search,New,4060.86,183915,5616,314,259505.04,0.0305358453633472,0.05591168091168091,63.903961229887265
2026-04-01,CMP-14,Email,New,3346.75,236144,15182,1113,1016979.54,0.064291279897012,0.07331049927545778,303.8707821020393
2025-12-01,CMP-07,Search,New,2910.13,176237,7975,409,348599.91,0.045251564654414225,0.05128526645768025,119.78843213189788
2026-01-01,CMP-10,Affiliate,New,13788.95,902239,30703,2011,1676506.38,0.034029785899301626,0.06549848549001726,121.58332432853841
2025-10-01,CMP-19,Affiliate,Returning,3544.23,275181,10821,727,711561.05,0.039323209087836736,0.06718417891137603,200.76604791449765
2026-03-01,CMP-16,Search,Returning,7382.03,406678,16734,1192,1394800.54,0.04114803357939205,0.07123222182383172,188.9453903601042
2026-06-01,CMP-11,Email,Returning,13878.62,611957,43886,4611,5597547.47,0.0717141890688398,0.10506767534065534,403.32161771127096
2025-12-01,CMP-14,Search,New,15759.31,902451,38205,2214,2051630.41,0.04233470847724696,0.057950530035335686,130.18529428001605
2026-08-01,CMP-17,Email,New,4759.94,283508,23782,2071,1765476.01,0.08388475810206414,0.08708266756370364,370.9029966764287
2026-04-01,CMP-19,Affiliate,Returning,5689.23,412722,15101,835,931622.91,0.036588793425114244,0.05529435136745911,163.75202092374542
2026-02-01,CMP-20,Display,Returning,2411.71,190455,2196,45,42120.58,0.011530282743955265,0.020491803278688523,17.465026889634327
2025-11-01,CMP-15,Search,New,5673.76,384774,12650,670,508840.82,0.032876441755420066,0.052964426877470355,89.68317658836467
2026-02-01,CMP-19,Search,New,4628.74,341401,18241,822,652356.57,0.053429837639608554,0.0450633188969903,140.93610140124525
2025-12-01,CMP-17,Email,New,7158.75,484676,43851,3809,3321270.98,0.09047487393640287,0.08686232925132836,463.9456581107037
2025-10-01,CMP-10,Search,Returning,9868.1,843881,34111,1382,1513356.18,0.04042157602789967,0.04051478995045586,153.35841550045095
2026-04-01,CMP-05,Display,New,14674.2,1264969,13680,303,303763.46,0.010814494268238984,0.022149122807017543,20.700512464052554
2025-12-01,CMP-01,Search,New,3774.24,186768,9487,505,366873.93,0.0507956395099803,0.0532307367977232,97.20471671117895
2026-06-01,CMP-06,Search,New,1800.29,116902,4343,269,199857.19,0.037150775863543824,0.06193875201473636,111.01388665159503
2025-10-01,CMP-11,Search,Returning,14920.2,1231802,41659,1716,2259342.02,0.03381955866283705,0.04119157925058211,151.42840042358682
2026-04-01,CMP-03,Display,Returning,9040.5,522114,6278,130,150825.26,0.012024193949980272,0.020707231602421154,16.683287428792656
2025-11-01,CMP-08,Affiliate,New,2857.08,174495,5618,287,250662.75,0.032195764921630995,0.051085795656817375,87.7338926456382
2025-12-01,CMP-06,Affiliate,Returning,11612.23,498846,17617,1100,1387676.35,0.03531550819290923,0.06243968893682239,119.50128011587785
2026-01-01,CMP-02,Display,New,3660.82,219853,2563,52,47794.05,0.011657789522999458,0.020288724151385096,13.05555859069826
2026-06-01,CMP-09,Affiliate,Returning,5272.36,280949,9854,685,744728.89,0.0350739813987592,0.06951491779987823,141.25152493380574
2026-05-01,CMP-09,Display,HighValue,2138.7,160310,2047,52,106358.34,0.012769010043041608,0.025403028822667317,49.73036891569645
2026-07-01,CMP-10,Search,New,7015.2,514728,20438,1098,1021451.69,0.03970640804463717,0.053723456306879344,145.60549806135248
2026-08-01,CMP-07,Display,Returning,11519.31,547855,7232,147,183052.36,0.01320057314435389,0.02032632743362832,15.89091360506836
2025-12-01,CMP-19,Social,Returning,4597.05,256760,7100,328,370951.85,0.027652282286960587,0.04619718309859155,80.69345558564731
2026-02-01,CMP-01,Display,Returning,10852.87,862890,13872,270,317697.77,0.01607620901853075,0.019463667820069204,29.273157238592187
2026-09-01,CMP-10,Display,Returning,14724.73,945157,9652,241,286700.9,0.010212060006961806,0.02496891835888935,19.470706763383777
2026-01-01,CMP-08,Email,Returning,7602.73,586408,46202,3828,4479816.51,0.07878814750139834,0.08285355612311156,589.2378803403515
2026-03-01,CMP-03,Display,New,9202.21,396757,4068,78,68934.41,0.010253127229009193,0.019174041297935103,7.491071166600198
2025-10-01,CMP-16,Display,Returning,3860.75,251176,4327,94,93197.62,0.017226964359652198,0.02172405823896464,24.13977076992812
2025-10-01,CMP-17,Affiliate,Returning,12248.82,519615,25158,1684,1830452.71,0.04841661614849456,0.0669369584227681,149.43910597102416
2025-12-01,CMP-15,Display,New,6023.53,405034,3882,89,84728.49,0.009584380570520006,0.022926326635754765,14.066251848998844
2025-12-01,CMP-02,Email,New,3979.06,169687,13951,1167,1164514.43,0.08221608019471144,0.08364991756863308,292.66068619221625
2026-02-01,CMP-05,Email,Returning,2709.64,179591,14177,1399,1501532.47,0.07894048142724301,0.09868096212174648,554.1446354497276
2026-01-01,CMP-08,Affiliate,Returning,2244.98,163186,6032,470,548888.42,0.036963955241258444,0.07791777188328912,244.49590642232894
2026-06-01,CMP-12,Email,New,4750.46,214571,13705,1020,814574.6,0.06387163223361964,0.07442539219263043,171.4727836883165
2026-06-01,CMP-15,Search,Returning,7935.9,443266,20383,1273,1275992.51,0.0459836757161614,0.062454005789138005,160.7873725727391
2026-05-01,CMP-11,Display,New,5194.47,443317,5311,131,94841.06,0.011980140621722153,0.024665787987196385,18.258082152750905
2025-11-01,CMP-04,Search,New,2786.68,174740,9248,407,389546.82,0.052924344740757696,0.04400951557093426,139.78885986191455
2025-11-01,CMP-08,Search,Returning,13871.56,748426,28236,2006,2272236.3,0.037727176768311096,0.07104405723190253,163.8053903093812
2025-12-01,CMP-15,Social,HighValue,11208.94,892828,33244,1517,3269642.29,0.0372344953339277,0.04563229454939237,291.699508606523
2026-09-01,CMP-07,Search,New,1779.72,74693,3717,240,240027.21,0.04976369940958323,0.0645682001614205,134.8679623761041
2025-10-01,CMP-09,Email,HighValue,4282.23,290015,20849,2260,3765677.65,0.0718893850318087,0.10839848433977649,879.373048621863
2026-06-01,CMP-06,Display,Returning,10630.96,425770,3998,58,60446.19,0.009390046269112431,0.014507253626813406,5.685863741374251
2025-10-01,CMP-07,Display,Returning,11963.29,1068222,11807,225,244722.97,0.011052945923225697,0.019056491911577877,20.45615963501679
2026-06-01,CMP-10,Affiliate,New,13458.77,761216,29163,1222,978177.5,0.03831107070791996,0.04190241058875973,72.679561356647
2026-04-01,CMP-19,Social,Returning,15858.53,1170294,18577,735,737471.81,0.015873788979521384,0.039565053560854824,46.503163281842646
2026-04-01,CMP-19,Social,Returning,8346.87,359094,10285,315,378080.5,0.02864152561724785,0.030627126883811376,45.29608104594896
2026-02-01,CMP-03,Search,New,2757.02,219339,9204,549,433265.07,0.041962441699834506,0.059647979139504564,157.14977403138172
2025-10-01,CMP-06,Social,New,9774.05,507027,15807,558,536444.05,0.031175854540290752,0.03530081609413551,54.88452074626179
2026-03-01,CMP-03,Social,New,4144.49,248375,6942,282,222267.94,0.027949672873678912,0.04062229904926534,53.629744552405725
2026-06-01,CMP-03,Email,Returning,3656.6,264189,19843,1585,1855300.02,0.07510910749501304,0.0798770347225722,507.38391401848713
2026-06-01,CMP-05,Social,New,5479.72,468891,11888,367,269752.34,0.025353440351808844,0.030871467025572006,49.2273948303928
2026-05-01,CMP-18,Display,New,11771.61,672058,6360,138,127401.42,0.009463468926789056,0.02169811320754717,10.822769357802374
2026-03-01,CMP-09,Affiliate,New,9265.24,652725,28732,2280,1790112.29,0.04401853766900302,0.07935403034943617,193.20733084086328
2026-04-01,CMP-07,Email,New,9058.9,363789,23275,1921,1436169.44,0.06397939464909604,0.08253490870032223,158.53684663700892
2026-01-01,CMP-15,Display,New,14256.89,667532,3662,62,49020.58,0.005485879328631436,0.016930638995084655,3.43837821572587
2026-03-01,CMP-04,Social,New,15366.77,1339256,46722,1720,1574681.69,0.03488653401590137,0.036813492573091904,102.47317360772628
2026-02-01,CMP-14,Search,New,6122.12,291510,13585,611,464817.9,0.04660217488250832,0.044976076555023926,75.92433666769028
2025-11-01,CMP-01,Display,HighValue,11856.23,1050871,13972,435,963861.29,0.013295637618699155,0.03113369596335528,81.29576517999398
2025-12-01,CMP-15,Display,Returning,13901.2,580153,7299,122,115134.15,0.012581163934341458,0.016714618440882314,8.282317353897504
2025-11-01,CMP-12,Display,New,7994.72,557536,7704,171,132346.66,0.013817941801067555,0.02219626168224299,16.55425831048492
2025-10-01,CMP-15,Social,HighValue,15646.41,1143537,34294,1565,3108802.47,0.029989410049696685,0.045634804922143814,198.6911035822275
2026-01-01,CMP-15,Email,Returning,14797.74,794658,22723,1916,2120027.94,0.028594691049482923,0.08431985213220085,143.2670083404628
2025-12-01,CMP-11,Social,Returning,6653.66,374988,9849,406,404208.84,0.026264840474895197,0.0412224591329069,60.74984895531182
2026-05-01,CMP-20,Email,New,2072.98,92087,7506,436,319978.23,0.08150987652980334,0.05808686384225953,154.35664116392826
2025-12-01,CMP-01,Social,New,1640.52,93299,2022,69,68435.44,0.02167225800919624,0.03412462908011869,41.7156999000317
2026-02-01,CMP-16,Social,New,15988.74,1154963,27837,1088,1055299.1,0.024102070802268123,0.03908467148040378,66.00264311008873
2025-10-01,CMP-17,Search,New,3797.92,247755,12499,813,635494.62,0.0504490323101451,0.06504520361628931,167.3270158402494
2026-09-01,CMP-04,Search,New,5004.66,276312,10287,651,513098.37,0.03722965343524711,0.06328375619714202,102.52412151874454
2026-05-01,CMP-03,Email,New,10503.27,895783,43995,3689,3176438.7,0.04911345716540725,0.08385043754972156,302.42378802030225
2026-09-01,CMP-03,Email,Returning,6225.38,284356,25386,2233,2807734.59,0.08927541532445245,0.08796186874655322,451.0141694161641
2025-11-01,CMP-20,Email,HighValue,1547.09,82997,7014,559,1169658.21,0.08450907864139667,0.07969774736241803,756.0375996225172
2026-06-01,CMP-11,Affiliate,Returning,8171.78,397676,13123,762,975655.64,0.0329992255001559,0.05806599100815362,119.39328273644176
2026-08-01,CMP-09,Email,New,3345.13,153944,9683,968,763876.82,0.0628994959205945,0.09996901786636372,228.35489801592163
2025-11-01,CMP-14,Display,New,14125.69,1144923,16181,342,332671.98,0.014132828146521644,0.021135900129781844,23.550848135560102
2026-09-01,CMP-16,Search,Returning,6594.99,554350,27241,1465,1538758.48,0.04914043474339316,0.053779229837377485,233.32233710741033
2026-06-01,CMP-12,Search,New,7652.27,416889,20044,1071,1086218.61,0.048079944541592604,0.053432448613051284,141.947240492037
2026-07-01,CMP-03,Email,Returning,14851.0,1295660,110044,7954,10019729.58,0.08493277557383881,0.07228017883755589,674.6838313918255
2026-06-01,CMP-19,Affiliate,Returning,7632.69,323846,10542,619,595633.02,0.03255250952613279,0.05871751090874597,78.03710356375014
2025-10-01,CMP-16,Display,New,7869.15,505899,6862,137,123646.78,0.013563972255331598,0.019965024774118333,15.712850816161847
2025-12-01,CMP-19,Email,Returning,10838.95,563001,46843,3336,3810576.17,0.08320233889460232,0.0712166172106825,351.5632206071621
2026-07-01,CMP-03,Search,Returning,7566.9,598804,26594,1430,1741354.89,0.04441186097621258,0.05377152741219824,230.12791103358046
